word,phonetic,pos,meaning,example,example_zh
representative,,n.,代表,,
repress,,v.,抑制，镇压,,
repression,,n.,压抑， 压制， 镇压,,
reproach,,,n&vt. 责备， 批评,,
reproduce,,v.,仿造,,
reproduction,,n.,繁殖,,
reptile,,n.,爬行动物,,
reputable,,adj.,声誉好的；受尊敬的；卓越的,,
reputation,,n.,名誉， 名气， 名声,,
repute,,n.,"名誉, 名声 v认为",,
requisite,,adj.,需要的，必要的 n. 必需品,,
resemblance,,n.,相似，相似性,,
resent,rɪ'zent,v.,怨恨；愤恨,He resented being treated like a child.,他讨厌被当作孩子对待。
reservation,,n.,预定,,
reserve,rɪ'zɜːv,v./n.,预订；保留；储备,Please reserve a table for two.,请预订一张两人桌。
reserved,,adj.,保留意见的；矜持的,,
reservoir,,n.,水库；蓄水池,,
reside,,v.,居住，驻扎；属于,,
resident,,n.,居民,,
residential,,adj.,居住的， 住宅的； 寄宿的， 住在住所的,,
residual,,adj.,剩余的；残余的,,
resign,rɪ'zaɪn,v.,辞职；放弃,She resigned from the company.,她从公司辞职。
resignation,,n.,听从，屈从，顺从,,
resist,,v.,抵制,,
resistant,,adj.,抵抗的； 抗…的， 耐…的,,
resolute,,adj.,坚定的,,
resolve,rɪ'zɒlv,v./n.,解决；决心,We must resolve the conflict peacefully.,我们必须和平解决冲突。
resort,,n.,度假胜地,,
respectable,,adj.,可敬的；人格高尚的,,
respective,,adj.,各自的,,
respond,,vi.,回答， 答复； 作出反应， 响应,,
response,,n.,回应,,
responsibility,,n.,责任,,
responsible,,adj.,可靠的；责任重大的,,
responsive,,adj.,灵敏的，反应的,,
restless,,adj.,不安定的，焦虑的,,
restore,,vt.,恢复， 使恢复； 修复， 整修； 归还， 交还,,
restrain,,v.,制止；抑制,,
restraint,,n.,抑制， 限制， 克制； 约束措施， 约束条件,,
restrict,,v.,限制,,
restructure,,v.,调整，重建,,
resultant,,adj.,作为结果而发生的,,
resume,,n.,简历,,
retail,,n.,零售,,
retailer,,n.,零售商,,
retain,rɪ'teɪn,v.,保留；保持；记住,The old building retains its charm.,老建筑保持着魅力。
retaliate,,v.,报复；回敬,,
retard,,v.,阻碍；减缓；放慢,,
retention,,n.,保留， 保持,,
retirement,,n.,退休，引退；退隐,,
retort,,v.,反击；反驳,,
retrieval,,n.,取回，补偿,,
retrieve,,vi.,重新得到， 取回， 收回； 挽回， 补救； 检索,,
retrospect,,n.,回顾,,
retrospective,,adj.,回顾的， 追想的； 有追溯效力的,,
reunion,,n.,团聚,,
reveal,rɪ'viːl,v.,揭示；透露；显露,The survey revealed surprising results.,调查揭示了令人惊讶的结果。
revelation,,n.,被提示的真相， 新发现； 揭示， 透露， 显示,,
revenge,,n.,报复，报仇 vt. 为…报仇， 报…之仇,,
revenue,,n.,收入,,
reverse,rɪ'vɜːs,v./n./adj.,颠倒；逆转；相反的,The decision was later reversed.,该决定后来被推翻。
revival,,n.,"复兴, 复活",,
revive,rɪ'vaɪv,v.,复兴；复苏；使苏醒,The old tradition was revived.,旧传统得到复兴。
revolt,,n.,反抗；造反 v. 反抗；造反,,
revolutionary,,adj.,革命的；革新的 n. 革命者,,
revolutionize,,v.,革命化,,
revolve,,v.,（使）旋转,,
reward,,n.,报答，奖赏；报酬，酬金 vt. 报答， 酬谢， 奖励,,
rewarding,,adj.,有意义的,,
rhetoric,,n.,"雄辩言辞,修辞学",,
rhetorical,,adj.,修辞的,,
rhythm,,n.,节奏,,
ridge,,n.,岭，山脉；脊；垄,,
ridicule,,v.,嘲弄，挖苦 n. 嘲弄，挖苦,,
ridiculous,,adj.,滑稽的，可笑的,,
rig,,vt.,操纵，垄断；给装配帆及索具；用临时替代材料迅速搭起 n. 船桅的装置， 成套器械,,
rigid,'rɪdʒɪd,adj.,僵硬的；严格的；固执的,The rules are too rigid.,规则太死板。
rigidity,,n.,"刻板,严格",,
rigor,,n.,严格，严谨,,
rigorous,,adj.,严格的,,
rim,,n.,边；边缘，（眼镜）框,,
rinse,,v.,冲洗；嗽（口）,,
riot,,n.,骚乱，暴乱 v. 发动骚乱,,
rip,,v.,撕，扯破，划破,,
ripple,,n.,涟漪，细浪，波纹,,
ritual,,n.,仪式,,
rival,,n.,对手,,
rivalry,,n.,竞争， 竞赛； 对抗,,
roam,,v.,在…漫步，漫游,,
robbery,,n.,抢劫,,
robust,rəʊ'bʌst,adj.,强健的；稳健的；坚固的,The economy remains robust.,经济依然稳健。
roller,,n.,滚筒；滚柱,,
roman,,n.,古罗马人；罗马人,,
romance,,n.,传奇；浪漫文学,,
romantic,,adj.,爱情的,,
rooster,,n.,公鸡,,
rot,,v.,腐烂，腐朽 n. 腐烂， 腐朽,,
rotary,,adj.,旋转的， 转动的,,
rotate,,v.,（使）旋转,,
rotation,,n.,旋转，转动,,
rotten,,adj.,腐烂的，发臭的,,
roundabout,,adj.,转弯抹角的；迂回的,,
routine,ruː'tiːn,n./adj.,常规；日常事务；例行的,Exercise should be part of your routine.,锻炼应成为日常安排的一部分。
row,,v.,划船,,
royalty,,n.,皇家，王族，皇族,,
ruby,,n.,红宝石,,
ruin,,v.,毁坏,,
rule,,v.,裁决，裁定,,
ruling,,n.,裁定,,
rupture,,v.,破裂 n. 破裂，裂开；决裂，断绝,,
rust,,n.,锈 v. 生锈，氧化,,
rustle,,v.,发出沙沙声,,
ruthless,,adj.,无情的，冷酷的,,
sacred,,adj.,神圣的； 宗教的； 神圣不可侵犯的,,
sacrifice,'sækrɪfaɪs,v./n.,牺牲；献出,She sacrificed her weekends to study.,她牺牲周末来学习。
saddle,,n.,鞍子，马鞍,,
safeguard,,n.,保护措施,,
sake,,n.,缘故， 理由,,
saleable,,adj.,适合销售的,,
salmon,,n.,鲑，大马哈鱼,,
salon,,n.,营业性的厅； 沙龙； 客厅， 会客厅,,
salutation,,n.,称呼；问候；招呼；寒喧,,
salute,,v.,（向…）行军礼，（向…）致敬,,
salvage,,n.,打捞；海上救助；抢救财货；救难的奖金 v. 抢救；海上救助,,
salvation,,n.,拯救， 解救； 解救措施,,
sample,,n.,样本，样品,,
sanction,,vt.,批准，认可 n. 批准， 认可； 约束因素， 约束力； 国际制裁,,
sanctuary,,n.,避难所,,
sandwich,,v.,夹入，挤进,,
sanitation,,n.,卫生环境，卫生设备,,
sarcasm,,n.,讽刺；挖苦；嘲笑,,
sarcastic,,adj.,挖苦的；尖刻的，辛辣的,,
sardine,,n.,沙丁鱼,,
satellite,,n.,附属国,,
satire,,n.,讽刺；讽刺文学，讽刺作品,,
satirist,,n.,讽刺作家,,
satisfaction,,n.,满足，愉快,,
satisfactorily,,adv.,圆满地,,
saturate,,vt.,使湿透， 浸透； 使充满， 使饱和,,
saturation,,n.,饱和（状态）；浸透,,
saturn,,n.,土星,,
savage,,adj.,残暴的，凶猛的，粗鲁的；未开化的，野蛮的 n. 野蛮人，粗鲁的人 vt. 乱咬； 激烈抨击,,
scaffolding,,n.,脚手架,,
scale,,n.,大小，规模；等级，级别；天平，磅秤；比例；刻度，标度；鳞 vt. 攀登， 爬越,,
scan,,n.,扫描,,
scandal,,n.,丑闻,,
scar,,n.,瘢痕,,
scarcity,,n.,缺乏,,
scare,,n.,恐吓，惊恐,,
scarlet,,n.,猩红色 adj. 猩红的,,
scary,,adj.,可怕的， 骇人的； 惊慌的， 害怕的； 胆小的， 易受惊的,,
scatter,,vt.,撒， 散播； 使散开， 驱散,,
scenario,,n.,情境 “；剧本,,
scent,,n.,香味,,
schedule,,n.,计划表,,
scheme,,v.,计划，搞阴谋,,
scholarship,,n.,奖学金；学问，学识,,
scoff,,v.,嘲笑，嘲弄,,
scoop,,v.,舀出； 抢在之前报道新闻 n. 勺子；抢先报道的新闻,,
scope,,n.,（学科、活动、书籍等的）范围；（发挥能力的）机会，施展余地；眼界,,
scorch,,v.,烧焦；枯萎,,
score,,n.,得分，比数，成绩；二十 vt. 分， 给…打分； 画线于； 获胜,,
scorn,,n.,轻蔑，鄙视 vt. 轻蔑， 鄙视； 拒绝， 不屑,,
scornful,,adj.,轻蔑的， 鄙视的,,
scout,,v.,搜索，侦察,,
scramble,,v.,爬行，攀登 n. 爬行，攀登,,
scrap,,n.,碎片；废料 v. 废弃,,
scrape,,v.,刮，擦；勉强过日子 n. 刮， 擦； 刮擦声,,
scratch,,n.,（某人皮肤上的）划痕，划伤,,
screw,,n.,螺丝 vt. 用螺钉固定， 拧， 拧紧,,
script,,n.,脚本，剧本,,
scripture,,n.,《圣经》；圣书,,
scrub,,v.,擦洗，擦净 n. 擦洗,,
scrutinize,,v.,仔细检查， 细察,,
scrutiny,'skruːtəni,n.,仔细审查；监督,The plan came under public scrutiny.,该计划受到公众审查。
sculpture,,n.,雕塑,,
seam,,n.,缝口；接缝；骨缝,,
seaport,,n.,海港，港口，港市,,
seasick,,adj.,晕船的,,
seaside,,n.,海滨（胜地）；海边,,
second,,v.,支持,,
section,,n.,部分,,
sector,'sektə,n.,部门；行业；部分,The technology sector is growing fast.,科技行业增长迅速。
secular,,adj.,"长期的,世俗的",,
security,,n.,安全， 保障； 抵押品； 证券,,
seduce,,v.,勾引；引诱,,
seemingly,,adv.,表面上，外表上,,
segment,,n.,切片，部分；段，节,,
segregate,,vt.,使隔离， 使分开,,
segregation,,n.,隔离,,
selection,,n.,选择；精选的东西,,
semester,,n.,学期,,
seminar,,n.,研究班， 研讨会,,
senator,,n.,参议员,,
sensation,,n.,感觉，知觉；轰动,,
sensational,,adj.,轰动的， 耸人听闻的； 使人感动的， 非常好的,,
senseless,,adj.,愚蠢的，无意义的,,
sensible,,adj.,理智的,,
sensitive,,adj.,敏感的， 灵敏的； 神经过敏的， 容易生气的； 易受伤害的,,
sensitivity,,n.,敏感（性）；灵敏性,,
sensor,,n.,传感器，灵敏元件,,
sentiment,,n.,感情；情绪,,
sentimental,,adj.,感伤的；多愁善感的,,
sequence,,n.,序列，顺序,,
sergeant,,n.,中士， 警官,,
serial,,adj.,连续的， 顺序排列的 n. 连续剧，连载故事,,
series,,n.,一系列， 连续； 丛书， 连续剧,,
sermon,,n.,布道，讲道；说教,,
serpent,,n.,蛇（尤指大蛇或毒蛇）,,
server,,n.,服务器,,
session,,n.,会议；学年,,
set,,n.,集（合）,,
setback,,n.,挫折， 倒退， 失败,,
settle,,v.,安排， 安放； 调停； 支付， 核算； 安家； 飞落， 停留； 安定,,
settlement,,n.,调停；（尤指拓荒者居住的）定居点，村落,,
severe,sɪ'vɪə,adj.,严重的；严厉的；剧烈的,The storm caused severe damage.,暴风雨造成严重破坏。
severity,,n.,严重性,,
sew,,v.,缝上，缝纫,,
sexism,,n.,性别歧视,,
shabby,,adj.,破旧的；褴褛的,,
shade,,v.,为…遮阳[挡光]，遮蔽〔光线〕,,
shadowy,,adj.,有影的；幽暗的,,
shady,,adj.,阴凉的,,
shaft,,n.,（工具的）柄，杆状物,,
sham,,n.,假冒；膺品 v. 假装,,
shame,,v.,使羞愧；玷辱,,
shameful,,adj.,可耻的；不道德的,,
shareholder,,n.,股东,,
shark,,n.,鲨鱼；诈骗钱财者,,
sharply,,adv.,严厉地，苛刻地,,
shatter,,v.,粉碎，破碎；毁坏,,
shed,,v.,洒 (热血),,
sheer,,adj.,纯粹的,,
shell,,n.,炮弹，猎枪子弹,,
shelter,,v.,掩蔽， 躲避， 庇护 n. 掩蔽处，躲避处；掩蔽，保护,,
shepherd,,v.,引导，带领,,
sheriff,,n.,郡长,,
shield,,n.,防护物，护罩；盾 vt. 保护， 防护,,
shift,,v.,转移注意力；转变,,
shipbuilding,,n.,造船（业），造船学,,
shipment,,n.,装载的货物；装货,,
shipwreck,,n.,船舶失事,,
shortage,,n.,短缺，不足额,,
shortcut,,n.,近路；捷径,,
shorten,,v.,弄短，缩小，减少,,
shorthand,,n.,速记，速记法,,
shot,,n.,照相，照片,,
should,,v.,应该；竟然会,,
shoulder,,v.,承担；挑起,,
shove,,v.,推，（使劲）推,,
shovel,,n.,铲，铁铲 v. 铲,,
shower,,v.,下阵雨，使湿透,,
shrank,,v.,收缩(shrink过去式),,
shred,,n.,碎片，细条；些许，少量 vt. 切碎， 撕碎,,
shrewd,,adj.,精明的,,
shrill,,adj.,尖声的 v. 尖声地叫,,
shrimp,,n.,（小）虾，河虾，褐虾,,
shrine,,n.,神殿，神龛，圣祠,,
shrink,,v.,缩减，缩小,,
shrub,,n.,灌木，灌木丛,,
shrubbery,,n.,灌木；[林] 灌木林,,
shrug,,v.,耸肩,,
shutter,,n.,百叶窗；（相机）快门,,
shuttle,,n.,航天飞机,,
sideways,,adv.,斜向一边地,,
siege,,n.,包围，围攻，围困,,
sieve,,n.,筛子，漏勺 vt. 筛， 滤,,
sift,,v.,筛，过滤,,
sight,,n.,景象；名胜，风景,,
sightseeing,,n.,观光， 游览,,
sign,,n.,征兆，迹象，病症,,
signal,,v.,标志,,
significant,,adj.,重要的,,
signify,,v.,表明，象征,,
silicon,,n.,硅（旧名矽）,,
similar,,adj.,相似的， 类似的,,
similarity,,n.,类似，相似；类似点,,
simple,,adj.,单纯的；迟钝的,,
simplicity,,n.,单纯，质朴,,
simulate,'sɪmjuleɪt,v.,模拟；仿真,The software simulates real traffic.,该软件模拟真实交通。
simulation,,n.,"仿真, 假装",,
simultaneous,ˌsɪml'teɪniəs,adj.,同时的；同步的,The two events were simultaneous.,两个事件同时发生。
simultaneously,,adv.,同步地，同时地,,
sincerity,,n.,真诚，诚意；真实,,
singular,,adj.,异常的，奇异的,,
sinister,,adj.,阴险的；凶兆的；灾难性的；左边的,,
sink,,n.,（厨房内的）洗涤槽,,
sip,,v.,小口地喝，抿，呷 n. 小口喝， 一小口的量,,
siren,,n.,汽笛，警报器,,
situated,,adj.,位于…的,,
situation,,n.,（建筑物等的）位置,,
skeleton,,n.,骨骼，骷髅；骨架,,
skeptical,'skeptɪkl,adj.,怀疑的；持怀疑态度的,Scientists remain skeptical of the claim.,科学家对该说法持怀疑态度。
skepticism,,n.,怀疑论,,
skim,,v.,掠过，擦过；略读,,
skip,,v.,跳过,,
skull,,n.,颅骨， 脑壳,,
skyrocket,,v.,猛增,,
skyscraper,,n.,摩天大楼,,
slack,,adj.,疲软的，萧条的,,
slam,,v.,使劲关；砰地放下,,
slander,,n.,诽谤，诋毁 v. 诽谤，诋毁,,
slang,,n.,俚语；行话，黑话,,
slap,,v.,掴 n. 巴掌,,
slash,,v.,猛削，劈，砍；削减,,
slaughter,,v.,屠杀；屠宰 n. 屠杀；屠宰,,
slave,,v.,作苦工；奴役,,
slavery,,n.,奴隶制度,,
slice,,n.,薄片，切片，部分 vt. 切， 削， 剁,,
slick,,adj.,圆滑的， 口齿伶俐的； 精巧的， 巧妙的， 灵巧的； 光滑的， 滑溜的,,
slide,,n.,滑动，滑行,,
slight,,adj.,轻微的,,
slightly,,adv.,轻微地,,
slim,,adj.,苗条的,,
slip,,v.,滑跤，滑落，溜；下降，跌落；悄悄放进 n. 疏漏， 差错,,
slippery,,adj.,滑的； 狡猾的,,
slit,,v.,切开 n. 狭长的切口,,
slogan,,n.,标语， 口号； 广告语,,
slope,,v.,倾斜 n. 倾斜，斜面,,
slot,,n.,狭缝，狭槽；位置，空位 vt. 把…放入狭长开口中； 把…纳入其中， 使有位置,,
slum,,n.,贫民窟,,
slumber,,n.,睡眠；沉睡状态,,
slump,,vi.,大幅度下降，暴跌；突然倒下 n. 萧条期， 低潮,,
smart,,v.,刺疼，扎疼，剧痛,,
smash,,v.,打碎，打破，粉碎,,
smuggle,,v.,走私,,
snack,,n.,快餐，小吃,,
snail,,n.,蜗牛；行动缓慢的人,,
snap,,v.,猛咬；突然折断,,
snatch,,vi.,一把抓住 vt. 夺，夺走，抢走；一下子拉，一把抓住；抓住机会做，抽空做 n. 片断,,
sneak,,v.,溜走,,
sneer,,v.,冷笑；嘲笑 n. 冷笑；嘲笑,,
sneeze,,v.,打喷嚏,,
sniff,,v.,用鼻子吸，嗅,,
snob,,n.,势利小人,,
snobbish,,adj.,势利的，谄上欺下的,,
snore,,v.,打鼾，打呼噜,,
soar,,v.,高飞,,
sob,,v.,啜泣，呜咽；（风等）发出呜咽声 n. 啜泣，呜咽,,
sober,,adj.,未醉的，有节制的；严肃的，持重的；素淡的，暗淡的 v. 醒酒， 清醒,,
sociology,,n.,社会学,,
sodium,,n.,钠,,
sofa,,n.,长沙发，沙发,,
soften,,v.,使软化，变温和,,
softness,,n.,温和，柔和；软弱,,
software,,n.,（计算机的）软件,,
solar,,adj.,利用太阳光的,,
solemn,,adj.,庄严的， 隆重的； 严肃的,,
solicit,,v.,恳请； 乞求； 征求； 勾引； 招揽,,
solicitor,,n.,初级律师， 事务律师,,
solid,,adj.,坚实的；稳固的,,
solidarity,ˌsɒlɪ'dærəti,n.,团结；一致,The workers showed solidarity.,工人们表现出团结。
solidify,,v.,凝固,,
solitary,,adj.,单独的， 独自的； 单个的， 唯一的； 孤独的， 隐居的,,
solitude,,n.,孤独,,
solo,,n.,独唱，独奏；独唱曲,,
soluble,,adj.,可溶的； 可解决的,,
solution,,n.,解决，解决方法；溶液,,
soothe,,v.,安慰，减轻,,
sophisticated,sə'fɪstɪkeɪtɪd,adj.,复杂的；精密的；老练的,The device uses sophisticated technology.,该设备使用精密技术。
sorrowful,,adj.,使人伤心的；悲伤的,,
sour,,adj.,酸的；馊的，酸味的；脾气坏的 v. 变酸， 变馊； 变得乖戾,,
southwards,,adv.,向南方,,
souvenir,,n.,纪念品,,
sovereign,,n.,君主 adj. 统治的,,
sovereignty,,n.,"君主, 主权",,
soy,,n.,大豆，黄豆；酱油,,
spacious,,adj.,宽敞的,,
spaghetti,,n.,意大利式细面条,,
span,,n.,（桥墩间的）墩距,,
spark,,n.,火花,,
sparkle,,vi.,发光，闪耀，闪烁；活跃，焕发 n. 闪光， 闪耀， 闪烁； 活力， 生气,,
spatial,,adj.,空间的，占据空间的,,
spear,,n.,矛，枪 v. 用矛刺,,
specialist,,n.,专家,,
speciality,,n.,(specialty) 特色食品; 特产；专业；专门研究；专长,,
specialize,,v.,专业从事,,
specialty,,n.,特产， 名产， 特色菜； 专业， 专长,,
species,,n.,物种,,
specific,,adj.,具体的,,
specification,,n.,说明,,
specimen,,n.,抽样，样品,,
spectacle,,n.,景象,,
spectacular,,adj.,壮观的，引人注目的 n. 壮观的演出； 惊人之举,,
spectator,,n.,参观者，观众,,
spectrum,,n.,系列，范围；波谱,,
speculate,,v.,猜测，推测；投机,,
spherical,,adj.,球形的，球面的,,
spice,,n.,香料，调味品,,
spicy,,adj.,加很多香料的；(口味)浓郁的,,
spider,,n.,蜘蛛,,
spill,,n.,（人）摔下，跌下,,
spinal,,adj.,脊椎骨 n. 脊髓麻醉,,
spine,,n.,脊柱， 脊椎； 刺， 刺毛； 书脊,,
spiral,,adj.,螺旋（形）的，盘旋的,,
spite,,n.,恶意，怨恨,,
splash,,v.,溅泼；泼水 n. 溅泼声,,
split,,n.,分裂，分化，派系,,
spoil,,v.,溺爱,,
spokesman,,n.,发言人，代言人,,
sponge,,v.,用湿海绵擦， 揩； 过寄生生活 n. 海绵,,
sponsor,,v.,赞助 n. 赞助商,,
spontaneous,spɒn'teɪniəs,adj.,自发的；自然的,The crowd burst into spontaneous applause.,人群自发鼓起掌来。
spot,,n.,点；地点，处所 v. 发现,,
spotlight,,n.,聚光灯,,
spouse,,n.,配偶,,
sprawl,,v.,伸开,,
spread,,v.,传播，扩散,,
sprinkle,,v.,撒，洒 n. 少量， 少数,,
spy,,vi.,当间谍；暗中监视 n. 间谍 vt. 看见， 发现,,
squad,,n.,班， 小队， 小组,,
squalor,,n.,肮脏,,
squash,,v.,压碎 n. 果汁饮料,,
squat,,v.,（使）蹲下,,
squeeze,,v.,压榨；榨取,,
stab,,,n&v. 刺， 戳,,
stability,stə'bɪləti,n.,稳定；稳定性,The region enjoys political stability.,该地区政局稳定。
stabilize,,v.,使稳固，使安定,,
stable,,adj.,稳定的，不变的；沉稳的，持重的 n. 厩， 马厩， 牛棚,,
stack,,n.,堆，垛 vt. 堆积， 堆放于,,
stagger,,v.,蹒跚，使摇晃,,
stagnant,,adj.,因停滞或不流动而发臭的；不景气的,,
stagnate,,v.,"(使)淤塞, (使)停滞, (使)沉滞, (使)变萧条",,
stain,,n.,污渍，污点,,
stainless,,adj.,不锈的；纯洁的,,
staircase,,n.,楼梯,,
stairway,,n.,楼梯,,
stalk,,n.,主茎，叶柄,,
stall,,n.,货摊，书摊；马厩,,
stammer,,v.,口吃地说 n. 口吃,,
stance,,n.,站姿，立场,,
standardize,,v.,标准化,,
standpoint,,n.,立场， 观点,,
staple,,adj.,主要的； 经常需要的 n. 订书钉，U形钉；主食；主要产品 vt. 用订书钉订,,
stark,,adj.,荒凉的；严酷的 adv. 完全,,
start,,v.,开动，着手；开设,,
startle,,v.,使惊讶,,
statement,,n.,陈述， 声明； 结算单， 报表,,
statesman,,n.,国务活动家， 政治家,,
static,,adj.,静的；静态的,,
stationary,,adj.,固定的， 静止不动的,,
stationery,,n.,信笺，信纸；文具,,
statistics,,n.,统计，统计数字,,
status,,n.,地位， 身份； 情形， 状况,,
statute,,n.,[法] 法规；法令；条例,,
steady,,adj.,稳定的,,
steak,,n.,大块牛肉；牛排,,
steal,,v.,偷偷地做，窃取,,
stem,,n.,词干,,
stereo,,n.,立体声 adj. 立体声的,,
stereotype,'steriətaɪp,n.,刻板印象；成见,The ad reinforces old stereotypes.,这则广告强化了旧刻板印象。
stern,,n.,艉，船尾；臀部,,
stew,,v.,炖 n. 炖菜,,
steward,,n.,管家；乘务员；膳务员；工会管事 vi. 当服务员；当管事 vt. 管理,,
sticky,,adj.,黏性的， 胶粘的； 湿热的,,
stiff,,adj.,生硬的,,
stiffness,,n.,硬度,,
stifle,,v.,"窒息, 抑制",,
stigma,,n.,污点， 耻辱； 烙印； 特征,,
stillness,,n.,寂静，无声,,
stimulate,'stɪmjuleɪt,v.,刺激；激励；促进,Reading stimulates the imagination.,阅读激发想象力。
stimulus,,n.,刺激,,
sting,,n.,剧痛；刺痛 v. 刺,,
stipulate,,v.,"规定, 保证",,
stitch,,n.,一针，缝线 v. 缝,,
stock,,v.,储备 adj. 常用的， 常备的 n. 原料，库存品；股本，公债；世系，血统；汤汁；家畜，牲畜,,
stockbroker,,n.,股票经理人,,
stone,,n.,果核，（水果的）硬核,,
stoop,,v.,俯身；弯身 n. 曲背；驼背,,
storage,,n.,贮藏；保管,,
storm,,n.,爆发 v. 猛攻,,
stout,,adj.,肥胖的；厚实牢固的,,
stove,,n.,炉子,,
straighten,,v.,把…弄直；挺起来,,
straightforward,,adj.,直接的,,
strain,,n.,压力,,
strait,,n.,海峡,,
strand,,n.,股，缕；一个组成部分 vt. 使搁浅,,
strange,,adj.,陌生的，不熟悉的,,
strap,,v.,用带绑住,,
strategy,,n.,策略,,
stray,,n.,走失[流浪]的动物,,
streak,,vi.,飞跑，疾驶 n. 条纹，条痕；个性特征；一阵子，一连串 vt. 在…上加条纹,,
stream,,v.,流出， 涌出 n. 河，溪流；一股，一串,,
streamline,,n.,流线；流线型,,
strength,,n.,兵力；强度,,
stress,,v.,强调,,
stride,,v.,大踏步走 n. 大步,,
strife,,n.,冲突，竞争,,
strike,,n.,罢工,,
striking,,adj.,显著的，惊人的,,
string,,n.,线， 细绳； 一串， 一行,,
strip,,n.,狭长的一块,,
strive,straɪv,v.,努力；奋斗；力争,We strive for excellence.,我们追求卓越。
stroke,,n.,中风；一举，一次努力；划桨，划水；击，敲；报时的钟声；笔画，一笔；抚摸 vt. 抚摸,,
stroll,,n.,散步，溜达，闲逛,,
stubborn,,adj.,顽固的；顽强的,,
studio,,n.,播音室；工作室,,
stuff,,n.,材料，东西,,
stuffy,,adj.,不透气的，闷热的,,
stumble,,vi.,绊脚， 绊倒； 跌跌撞撞地走； 结结巴巴,,
stump,,vi.,脚步沉重地走 n. 树桩；残根，残余部分 vt. 把…难住，使为难；在…做巡回演说,,
stun,,vt.,使震惊， 使目瞪口呆； 把…打昏， 使昏迷,,
sturdy,,adj.,牢固的；坚定的,,
subconscious,,adj.,下意识的，潜意识的,,
subculture,,n.,亚文化,,
subdivide,,v.,把…再分,,
subdue,,v.,使屈服，征服,,
subject,,v.,使隶属,,
subjective,,adj.,主观的， 个人的,,
submarine,,adj.,水底的， 海底的 n. 潜水艇,,
submerge,,v.,淹没,,
submit,,v.,提交,,
subordinate,sə'bɔːdɪnət,adj./n.,从属的；下级,"In a team, everyone has subordinate tasks.",团队中每个人都有从属任务。
subscribe,,v.,订购；认购；预订,,
subscript,,adj.,写在下方的 n. 下标,,
subscription,,n.,订阅（费）；用户费（的缴纳）,,
subsequent,'sʌbsɪkwənt,adj.,随后的；后来的,Subsequent events proved him right.,随后发生的事证明他是对的。
subsequently,,adv.,随后,,
subsidiary,,adj.,辅助的，补充的,,
subsidize,,v.,提供补贴,,
subsidy,'sʌbsədi,n.,补贴；补助金,Farmers receive subsidies from the state.,农民获得国家补贴。
subsistence,,n.,"生存, 生活, 留存",,
substance,,n.,物质,,
substantial,,adj.,大而坚固的,,
substitute,'sʌbstɪtjuːt,n./v.,替代品；代替,Honey can substitute for sugar.,蜂蜜可以代替糖。
subtle,,adj.,微妙的,,
subtlety,,n.,"微妙, 精明",,
subtract,,vt.,减， 减去； 去掉,,
suburb,,n.,郊区， 郊外， 近郊,,
suburban,,adj.,郊区的,,
succession,,n.,继承（权）,,
successive,,adj.,连续的， 接连的,,
successively,,adv.,接连着地，继续地,,
successor,,n.,继承人，继任者,,
sue,,v.,控告， 起诉； 要求， 请求,,
suffice,,v.,足够,,
sufficient,,adj.,足够的， 充分的,,
suicide,,n.,自杀,,
suit,,v.,使配合，彼此协调,,
suitcase,,n.,手提箱，衣箱,,
suite,,n.,套间； 一套家具； 套， 组， 系列,,
sulfur,,n.,硫,,
sullen,,adj.,绷着脸不高兴的,,
sulphur,,n.,硫（磺），硫黄,,
summary,,adj.,概括的；速决的,,
summit,,n.,顶点，最高点；极度,,
summon,,v.,召唤；鼓起（勇气）,,
superb,,adj.,壮丽的；超等的,,
superficial,ˌsuːpə'fɪʃl,adj.,表面的；肤浅的,The book gives only a superficial account.,这本书只作了肤浅的叙述。
superintendent,,n.,主管人， 监管人， 负责人； 警长,,
superior,,adj.,上级的，较高的；优越的；有优越感的，高傲的 n. 上级， 长官,,
superiority,,n.,优越（性），优势,,
supersonic,,adj.,超声的，超声速的,,
superstition,,n.,迷信，迷信行为,,
superstitious,,adj.,迷信的， 受迷信思想支配的,,
supervise,,v.,监督，监视,,
supervisor,,n.,督导,,
supplement,'sʌplɪment,n./v.,补充；增补；补充物,The article supplements the report.,这篇文章补充了报告。
supplementary,,adj.,增补的， 补充的,,
support,,v.,经受，承受,,
suppress,sə'pres,v.,压制；抑制；镇压,She suppressed a smile.,她忍住没笑。
supreme,,adj.,最高的， 最大的； 极度的， 最重要的,,
surge,,vi.,蜂拥而出；洋溢，奔放；汹涌，奔腾 n. 洋溢， 奔放； 急剧上升， 猛增； 浪涛般汹涌奔腾,,
surgeon,,n.,外科医生,,
surgery,,n.,外科， 外科手术； 手术室,,
surgical,,adj.,手术的,,
surpass,,v.,超过,,
surplus,,n.,过剩，剩余（物资）,,
surrender,sə'rendə,v./n.,投降；放弃；交出,The enemy finally surrendered.,敌人终于投降。
survey,,v.,俯瞰， 眺望； 全面审视， 调查； 测量， 勘定 n. [sə'veɪ],,
survival,,n.,幸存；残存；幸存者,,
survive,,vi.,活下来，继续存在；幸免于 vt. 从中挺过来； 从…逃出； 比…活得长,,
susceptible,,adj.,易受影响的； 过敏的； 能经受的， 容许的,,
suspect,,v.,怀疑 n. 嫌疑犯,,
suspend,,v.,暂停,,
